dblp_index,acm_index
00c622e45de0b32036a6e5ddd9f66f89,00c622e45de0b32036a6e5ddd9f66f89
012eabaae830fab4ac64d5e4e6a79dab,012eabaae830fab4ac64d5e4e6a79dab
018789ef743f5056b570cdfa27386f7c,018789ef743f5056b570cdfa27386f7c
019ca6d78179c22d5f9490431f2fba08,019ca6d78179c22d5f9490431f2fba08
01b75f415d6ae0ac6897783ff3b7b7fe,01b75f415d6ae0ac6897783ff3b7b7fe
01c476fdcbfe57823a7e75195ef6e9e8,01c476fdcbfe57823a7e75195ef6e9e8
01fd4de096ae7d6099b81dcda4c09154,01fd4de096ae7d6099b81dcda4c09154
0232c0950037f7e1d8d797111c7ff6f7,0232c0950037f7e1d8d797111c7ff6f7
0242f855fe92924204c9e25c4e42912c,0242f855fe92924204c9e25c4e42912c
0258d7cb19e6226b726c34df9bb83f3d,0258d7cb19e6226b726c34df9bb83f3d
025a3db7b59f070895ce97d8b110e64d,025a3db7b59f070895ce97d8b110e64d
02bb2772effb1e23277b018eb085f45f,02bb2772effb1e23277b018eb085f45f
030695053e2abeec7016e8f2f1b96b7a,030695053e2abeec7016e8f2f1b96b7a
0347e155cb2a82028d8bf9c147a59496,0347e155cb2a82028d8bf9c147a59496
03aadc2f73efd8a9b8ddf9062b008382,03aadc2f73efd8a9b8ddf9062b008382
03dd414a09ac3433088b0b384ed3c96f,03dd414a09ac3433088b0b384ed3c96f
0440492398189b198dc32a6424a30359,0440492398189b198dc32a6424a30359
04568b95c9f788e68cb6d0a6c34696a7,04568b95c9f788e68cb6d0a6c34696a7
045805177785c769d0b098d466a04267,045805177785c769d0b098d466a04267
0476403736c510f70a2b34ec839e9481,0476403736c510f70a2b34ec839e9481
04b028a51bcf316c7c91b086966c2716,04b028a51bcf316c7c91b086966c2716
0591fff683a82c74b09554c3021a4f02,0591fff683a82c74b09554c3021a4f02
05abe027634e3c2e082b3fd5ad36b6de,05abe027634e3c2e082b3fd5ad36b6de
05da5bba84b1d163df89aba6354664a0,05da5bba84b1d163df89aba6354664a0
0602edb4cbb3a3eba9228ad0f0a0a559,0602edb4cbb3a3eba9228ad0f0a0a559
067aee645eeae65f233581b50f285f41,067aee645eeae65f233581b50f285f41
06a9623fca73617c846fc31fc2966953,06a9623fca73617c846fc31fc2966953
06e5a32c9c3d9fd2f24d85c74df7b416,06e5a32c9c3d9fd2f24d85c74df7b416
06e942f210071e847db83b2879e1eaf7,06e942f210071e847db83b2879e1eaf7
07019930baeecbd7698c3cad54e8c563,07019930baeecbd7698c3cad54e8c563
07aa9e996d8fd96f38999e3d0e7aa41f,07aa9e996d8fd96f38999e3d0e7aa41f
07beec91ecf2926935de1e522ce3621c,07beec91ecf2926935de1e522ce3621c
080308144e69a21e643be18fa7966a69,080308144e69a21e643be18fa7966a69
0887dd7134f1ebc7d820801f2b20b677,0887dd7134f1ebc7d820801f2b20b677
08931e33c697b0d72f5d66ee1c16ae3d,08931e33c697b0d72f5d66ee1c16ae3d
08c396c2b157eefebf39618d3319cb2e,08c396c2b157eefebf39618d3319cb2e
0978a6cebb038847f70fe9aef112f341,0978a6cebb038847f70fe9aef112f341
099608176dc90959b31e7f3eb386ace9,099608176dc90959b31e7f3eb386ace9
09b29417520cc1c81c8f1bc8edfa748c,09b29417520cc1c81c8f1bc8edfa748c
0a00a3efeffa08078bbb36fbb063ed97,0a00a3efeffa08078bbb36fbb063ed97
0a1dc1f1ff54932eb996f57bc0707ec7,0a1dc1f1ff54932eb996f57bc0707ec7
0a31122008f699bdc0bb6ffcc8e0e5c3,0a31122008f699bdc0bb6ffcc8e0e5c3
0a59ad21f2e7f067ae2673feb9ce1e9d,0a59ad21f2e7f067ae2673feb9ce1e9d
0a65bbce90fec20cb5b69ca953fd5d56,0a65bbce90fec20cb5b69ca953fd5d56
0a75779a4de74cb631415c8d1beedca3,0a75779a4de74cb631415c8d1beedca3
0a95c6630e1cb8de637411bf6bcaa13f,0a95c6630e1cb8de637411bf6bcaa13f
0a9adb09a6ec398415bc61257930fe33,0a9adb09a6ec398415bc61257930fe33
0ac8e67201e07bde62c7703c32b9ed2c,0ac8e67201e07bde62c7703c32b9ed2c
0ad459d9982d662f98956564170be127,0ad459d9982d662f98956564170be127
0b762828f699b2ed8d4fd8b5f421bd92,0b762828f699b2ed8d4fd8b5f421bd92
0b8d83d7bd259955ac890c126b444af5,0b8d83d7bd259955ac890c126b444af5
0bc113f64d22758cfced46859c2ecdc0,0bc113f64d22758cfced46859c2ecdc0
0ca138f856ccd64e8dfdfc4039430971,0ca138f856ccd64e8dfdfc4039430971
0d217a23f3bf352564a2ccb54890b50e,0d217a23f3bf352564a2ccb54890b50e
0d3e1ef155de2ca61b4f90bafcf8f79b,0d3e1ef155de2ca61b4f90bafcf8f79b
0d6288ab909b9d2c3527bb1f5b5d2ff7,0d6288ab909b9d2c3527bb1f5b5d2ff7
0d7bd146b7675f3e4e784cb4c04e0b58,0d7bd146b7675f3e4e784cb4c04e0b58
0dbf2aeaa8a54caaeb5de94707af5323,0dbf2aeaa8a54caaeb5de94707af5323
0e449d64afe7d45ce917488ef09eeafe,0e449d64afe7d45ce917488ef09eeafe
0e8466354dde4bdd258256a34fad5d9d,0e8466354dde4bdd258256a34fad5d9d
0e9644fec70bf9950faef2a047008b56,0e9644fec70bf9950faef2a047008b56
0f3a5257d9eec47041ee8cf2ab3b12e5,0f3a5257d9eec47041ee8cf2ab3b12e5
0f4b3c7f35cc1902dfabd48d8bce1359,0f4b3c7f35cc1902dfabd48d8bce1359
0f933ae2154a931a5dc9e50b645ab73a,0f933ae2154a931a5dc9e50b645ab73a
0ff375ec291e3a3ea3fbb32c2dcae135,0ff375ec291e3a3ea3fbb32c2dcae135
103091e1e86ad1ba67393ec26e09bf87,103091e1e86ad1ba67393ec26e09bf87
103b1be9c292036fc48f7fd5309a0c2f,103b1be9c292036fc48f7fd5309a0c2f
106aac290989d18c9e38e453d3401399,106aac290989d18c9e38e453d3401399
107b5f9a51e81cc83d350fe997addcb3,107b5f9a51e81cc83d350fe997addcb3
1091635e801ff9527ff85f1625ed3613,1091635e801ff9527ff85f1625ed3613
10a6857e4a4aaefcfd68ddea87c2adc3,10a6857e4a4aaefcfd68ddea87c2adc3
10eb3af5cee8e67f14981128edd35775,10eb3af5cee8e67f14981128edd35775
110bcf786e29aa6e014e98ee0a3943f4,110bcf786e29aa6e014e98ee0a3943f4
114ffda4f0346417663fb47b0c1ce511,114ffda4f0346417663fb47b0c1ce511
11a30a01213d3117db7ec1365823c1d4,11a30a01213d3117db7ec1365823c1d4
11b6175b6ed0f12b4858cffdcf521d5a,11b6175b6ed0f12b4858cffdcf521d5a
11cc4bcb5cec18e11aa374b0e72497a4,11cc4bcb5cec18e11aa374b0e72497a4
11ccc22b14a1a1181239438e9b77d4c1,11ccc22b14a1a1181239438e9b77d4c1
11dd025902ba8ee63bc3146a00d27362,11dd025902ba8ee63bc3146a00d27362
122515efbbb4e4f32fc423c5342c0014,122515efbbb4e4f32fc423c5342c0014
12477211228ac74ae0bfe5335ad3cdfc,12477211228ac74ae0bfe5335ad3cdfc
12832892d2db8ae13d6e71da669ecd1b,12832892d2db8ae13d6e71da669ecd1b
12a72ce9e826f49edb08d89961bb564e,12a72ce9e826f49edb08d89961bb564e
12caf2de9e5133fab3be0628b1bec328,12caf2de9e5133fab3be0628b1bec328
12e821ff4ddc0a1e22f9212c311e65ac,12e821ff4ddc0a1e22f9212c311e65ac
13199f0bc8f1f875eca79f25188f0225,13199f0bc8f1f875eca79f25188f0225
137dfee2451229d7634b0549421eea71,137dfee2451229d7634b0549421eea71
13eddc46d1c25ba8d2736a9ba6754d8e,13eddc46d1c25ba8d2736a9ba6754d8e
1457fe49a5e41b1a95e88b596cd66655,1457fe49a5e41b1a95e88b596cd66655
14bf4fb325bdbbd45d628171a0ca57b8,14bf4fb325bdbbd45d628171a0ca57b8
150a831d6e85ad40c7fe096da7920fc3,150a831d6e85ad40c7fe096da7920fc3
15480a33657ad6b21996f23bed6a2b64,15480a33657ad6b21996f23bed6a2b64
15569feb8da309bb43020c00d22c47ba,15569feb8da309bb43020c00d22c47ba
15a1ba2842b5805031ac168daad9fb3a,15a1ba2842b5805031ac168daad9fb3a
165be4e78764adad896c6a0d189ba89c,165be4e78764adad896c6a0d189ba89c
16aabe41e47d6304990e107834680a43,16aabe41e47d6304990e107834680a43
171055d7474ec5beff2dcf7cf039b596,171055d7474ec5beff2dcf7cf039b596
1728bcabbe87c2369293f67bbd27a279,1728bcabbe87c2369293f67bbd27a279
177e7b898c6025fdd541e26a7b2bce89,177e7b898c6025fdd541e26a7b2bce89
17974642b82679d372794cc1abac4942,17974642b82679d372794cc1abac4942
17ba0338e46a91709554306666f36db7,17ba0338e46a91709554306666f36db7
17f35c861229fd0f8b5a0c25d63fb760,17f35c861229fd0f8b5a0c25d63fb760
1840462918d7618641d6787f43125e3f,1840462918d7618641d6787f43125e3f
18d0fd8577776d5425fd6916746735ad,18d0fd8577776d5425fd6916746735ad
1926f0cea659a32477ee1a24582481d8,1926f0cea659a32477ee1a24582481d8
1954d25e581ed62b2417cfc6fba12b64,1954d25e581ed62b2417cfc6fba12b64
1955f350a0dc1fe9940fc31c9c42e97d,1955f350a0dc1fe9940fc31c9c42e97d
1957b427ab9aa9ceda2ca6d6d4669cc1,1957b427ab9aa9ceda2ca6d6d4669cc1
197aaf92a83d490ada93b1a5f4a5415c,197aaf92a83d490ada93b1a5f4a5415c
19db757150c0492f2b7b84024985c045,19db757150c0492f2b7b84024985c045
19f7cc2f81beeec8eda75f57008509c0,19f7cc2f81beeec8eda75f57008509c0
1a00b9f5c379bfe8ac9dc95c6c108ea4,1a00b9f5c379bfe8ac9dc95c6c108ea4
1a37809057def733f90eaa814b555812,1a37809057def733f90eaa814b555812
1a3d9df528458258d595ca17326db873,1a3d9df528458258d595ca17326db873
1a737352de6edd4f6f5bc12b5554a491,1a737352de6edd4f6f5bc12b5554a491
1ad98df11c8f684919aba40c8742782f,1ad98df11c8f684919aba40c8742782f
1b1c8b8a30f3b5f7a202cff3f5649bef,1b1c8b8a30f3b5f7a202cff3f5649bef
1b5f84133b83af885652db1b925c83c2,1b5f84133b83af885652db1b925c83c2
1b81fe00d063c23929c4ec667b63a434,1b81fe00d063c23929c4ec667b63a434
1c11eff0264b6f698b612e8dc068307c,1c11eff0264b6f698b612e8dc068307c
1c3d2e8df0e5973322fbdd07d95a18eb,1c3d2e8df0e5973322fbdd07d95a18eb
1d1e6c1969cff1e5c162c4821ac04160,1d1e6c1969cff1e5c162c4821ac04160
1d2a1f137c42003f6bf2637459cadc8a,1d2a1f137c42003f6bf2637459cadc8a
1d45069fc2a31a4334ba53768c73010e,1d45069fc2a31a4334ba53768c73010e
1d8d4f50b05ff196e85a19e3b1b75b31,1d8d4f50b05ff196e85a19e3b1b75b31
1dacad00bdfdb7e58b9914d3a841c0f9,1dacad00bdfdb7e58b9914d3a841c0f9
1e7311ae65697e74e03da00897c1a337,1e7311ae65697e74e03da00897c1a337
1ec2fa888b643aea8da67382ce73d624,1ec2fa888b643aea8da67382ce73d624
1ec7029f599a03ce70b3f4c6d86e711b,1ec7029f599a03ce70b3f4c6d86e711b
1fb7fe4847a9f45f7ed253099beaaa22,1fb7fe4847a9f45f7ed253099beaaa22
20376038713224f16c9187a47ef03bc0,20376038713224f16c9187a47ef03bc0
2048db9c72b33ba2741c1db707a14e12,2048db9c72b33ba2741c1db707a14e12
205f44d45430b72fd739edc10691004e,205f44d45430b72fd739edc10691004e
20ee6e0e5d9d4fb1245a7ea14d1f61c3,20ee6e0e5d9d4fb1245a7ea14d1f61c3
217ff83798bf7f9727826715039f10ce,217ff83798bf7f9727826715039f10ce
21846d08e13d91d8f1e2d91895f4384e,21846d08e13d91d8f1e2d91895f4384e
21dc04c881594d97cacee1060982147f,21dc04c881594d97cacee1060982147f
21e17a669fc56831bb3b9375d79c596c,21e17a669fc56831bb3b9375d79c596c
222d5dac1c3d3a4e4c132591c63ffe2a,222d5dac1c3d3a4e4c132591c63ffe2a
22cae966a805ff65e5fff1aef53381b1,22cae966a805ff65e5fff1aef53381b1
2306e01a89558de407c262099a914692,2306e01a89558de407c262099a914692
234f6b70665591b7f3c70a5b8997187c,234f6b70665591b7f3c70a5b8997187c
23bca453f1fd3046680a5fe6ed8bc288,23bca453f1fd3046680a5fe6ed8bc288
23cbc5897b35e31386499c3e58433bf0,23cbc5897b35e31386499c3e58433bf0
24241a8ba096a9e231e4bd1591092334,24241a8ba096a9e231e4bd1591092334
