dblp_index,acm_index
00230a4efa680ce2daa8e645a6b9bf74,00230a4efa680ce2daa8e645a6b9bf74
004464bcf9665093c000cedc04258405,004464bcf9665093c000cedc04258405
009e38775707727a5893c81d88fb4ea8,009e38775707727a5893c81d88fb4ea8
00ad2e61ae79c3d8d0dc672a3a1af59e,00ad2e61ae79c3d8d0dc672a3a1af59e
00d321437736672febe24e401219dfc8,00d321437736672febe24e401219dfc8
00fb2f507ca9c0432b992429e7ff433d,00fb2f507ca9c0432b992429e7ff433d
017ba0e11d8156a1ca886df6b5f7ea3d,017ba0e11d8156a1ca886df6b5f7ea3d
01986bad550b5564048bb141cf2b5770,01986bad550b5564048bb141cf2b5770
019b2a18cd708826f3c78d02e0e56a41,019b2a18cd708826f3c78d02e0e56a41
01a96575b3650cbbe6415c7becfaca97,01a96575b3650cbbe6415c7becfaca97
01c633184abe8289fbcc9539bd7f388e,01c633184abe8289fbcc9539bd7f388e
022523ba8cbe4e3f560ad79d0b389964,022523ba8cbe4e3f560ad79d0b389964
0254eab30e6ff3c34873437256ce4283,0254eab30e6ff3c34873437256ce4283
0265574519394e792ac16c1bfe9a0996,0265574519394e792ac16c1bfe9a0996
028ac97561126ca571848a9086fb8385,028ac97561126ca571848a9086fb8385
02aa6e5616ebbb194089335d0c1bd03f,02aa6e5616ebbb194089335d0c1bd03f
02cf8fafd15fe8bcd312c352964580d1,02cf8fafd15fe8bcd312c352964580d1
02d3523751360f8e645748fc680fc5cd,02d3523751360f8e645748fc680fc5cd
02d600b7ad658e3832b9aab7147846ff,02d600b7ad658e3832b9aab7147846ff
0401167eeebe65b194a95803bbd4aada,0401167eeebe65b194a95803bbd4aada
04189c3689930e65dd0c394817058bf7,04189c3689930e65dd0c394817058bf7
04616a3ad93de29f5a3b0a7f41ef5884,04616a3ad93de29f5a3b0a7f41ef5884
046ce3b600cae2834c14b6b83e7ce321,046ce3b600cae2834c14b6b83e7ce321
04a3b33db13e5a271787ed4c8e9f09ed,04a3b33db13e5a271787ed4c8e9f09ed
04c57fe3e4963b1620477ee93ff75555,04c57fe3e4963b1620477ee93ff75555
04dbd94d5ddcf5a776fa071a5393e3b7,04dbd94d5ddcf5a776fa071a5393e3b7
04ed819929be60bcccd2c48ae221e715,04ed819929be60bcccd2c48ae221e715
04f3a63e24350ebbf937d10d6c4e1617,04f3a63e24350ebbf937d10d6c4e1617
0511da4c461d5ff63a496cbcfd1ad475,0511da4c461d5ff63a496cbcfd1ad475
053655e241c1dcd120deacac9331d24b,053655e241c1dcd120deacac9331d24b
053ee61f84b85af77302d02b3c725a72,053ee61f84b85af77302d02b3c725a72
0584da4a1699935c7ffb7ad7a738193a,0584da4a1699935c7ffb7ad7a738193a
05a7944566e154329b0bd441095660a0,05a7944566e154329b0bd441095660a0
05be5c347f8acf21da1c9058dfc093ee,05be5c347f8acf21da1c9058dfc093ee
0607393560c3e7e0df6126387294e12a,0607393560c3e7e0df6126387294e12a
0646e19b0f52d24a1e95857d3f3c1590,0646e19b0f52d24a1e95857d3f3c1590
0659a2e20fed40c9ed3f77887085a77d,0659a2e20fed40c9ed3f77887085a77d
065e5c7a1b71a316dafad70fe89b0936,065e5c7a1b71a316dafad70fe89b0936
069fbaf7a640f0158ad2276c4a5f0b59,069fbaf7a640f0158ad2276c4a5f0b59
06c6bbf47f11e8fe9272331fbdb85ba5,06c6bbf47f11e8fe9272331fbdb85ba5
073b5cb0984d307cf80d0ea2ba0624ed,073b5cb0984d307cf80d0ea2ba0624ed
07553de6c709910094593944b77bd071,07553de6c709910094593944b77bd071
0791c8270ce13ba22c9c481f8f2c282c,0791c8270ce13ba22c9c481f8f2c282c
081341aaf50b02c5712d8db241c13c26,081341aaf50b02c5712d8db241c13c26
08178e371073c94fb76558e298f28e24,08178e371073c94fb76558e298f28e24
08465cb8115381b5e220bed7c9290250,08465cb8115381b5e220bed7c9290250
0852e4f495e8007378067fbcc10c6f70,0852e4f495e8007378067fbcc10c6f70
085931e55b126f817c984b88e5b62580,085931e55b126f817c984b88e5b62580
