dblp_index,acm_index
00044048b398e80a9a6dff782ce76d19,00044048b398e80a9a6dff782ce76d19
00087482d55ba74117050b9df0a13529,00087482d55ba74117050b9df0a13529
00225b1f40c564c704540d85b13e147b,00225b1f40c564c704540d85b13e147b
00461d63630187fc487652904399365b,00461d63630187fc487652904399365b
00b379ecd06cc9aec5b78465f870cc09,00b379ecd06cc9aec5b78465f870cc09
01226e008cad537d9446c28cb152b535,01226e008cad537d9446c28cb152b535
0160b2b970c9e1d6e1e2ef1b42beba48,0160b2b970c9e1d6e1e2ef1b42beba48
0190fe114ef023204fd7577a67094832,0190fe114ef023204fd7577a67094832
01a0a4165690cf55966e534a75c9e190,01a0a4165690cf55966e534a75c9e190
01c2c5277a0f5b9381511bc16de5d164,01c2c5277a0f5b9381511bc16de5d164
024f9550c125178d698a3974f420c2a5,024f9550c125178d698a3974f420c2a5
027d6984335a607011c7919c472baa46,027d6984335a607011c7919c472baa46
02854a466061d76347725753bc02d50e,02854a466061d76347725753bc02d50e
02989f93bbad782d725db58ca31c2495,02989f93bbad782d725db58ca31c2495
02c002a231c91941641706b560d80e5c,02c002a231c91941641706b560d80e5c
02c8aa05770d5152af35662ccf9cb7a0,02c8aa05770d5152af35662ccf9cb7a0
03358c83f1388b5adb4e852e5eb576da,03358c83f1388b5adb4e852e5eb576da
035bd3cfa9cc072bcb94af70a9b03207,035bd3cfa9cc072bcb94af70a9b03207
0396b03e50baa9ed7d2c8d756f4840e8,0396b03e50baa9ed7d2c8d756f4840e8
040342fb13ac1a843c07d23a7edc21b3,040342fb13ac1a843c07d23a7edc21b3
042769f26249ca75098a7a63ad0c5ee6,042769f26249ca75098a7a63ad0c5ee6
04427f9edb6d8ee2b851152c614972b0,04427f9edb6d8ee2b851152c614972b0
046872e0a0a4dc016211e096eee0e66a,046872e0a0a4dc016211e096eee0e66a
04e580f1a2b6e4942595548c43c026a2,04e580f1a2b6e4942595548c43c026a2
0559100ed800a2fe7e4998a9abd2bea3,0559100ed800a2fe7e4998a9abd2bea3
06483272fed6adbba60e7918df09313b,06483272fed6adbba60e7918df09313b
