dblp_index,acm_index
53e9a515b7602d9702e350a0,5390962020f70186a0df3f45
53e9b275b7602d9703d174f6,539087fe20f70186a0d758e0
53e9a5beb7602d9702eea180,539087cf20f70186a0d5b540
53e9a718b7602d970304d814,539095ba20f70186a0df0f12
53e99e6ab7602d970272e079,539087dd20f70186a0d62b4b
53e9b4d4b7602d9703ff2db2,539089ab20f70186a0d96afb
53e9a7b3b7602d97030eda57,53908b4920f70186a0dbc91c
53e9a515b7602d9702e363b7,53908b4920f70186a0dbc91a
53e9bd1eb7602d97049a89a1,539087cb20f70186a0d594fa
53e9983db7602d9702063cf1,5390881220f70186a0d7f82d
53e9b991b7602d97045848ab,5390881220f70186a0d7dbf4
53e9a743b7602d970307ad1e,539087e120f70186a0d665fc
53e9bd8cb7602d9704a359db,5390881820f70186a0d81113
53e9b884b7602d97044555da,539089ab20f70186a0d97061
53e9b7cdb7602d970437bfc2,539087e720f70186a0d68b67
53e9aa48b7602d97033b72fe,5390975920f70186a0dfe2b7
53e9ba85b7602d97046a99f2,5390980720f70186a0e01e3a
53e9b152b7602d9703bd3739,5390980720f70186a0e01e42
53e9b414b7602d9703f0bd27,539087e720f70186a0d68408
53e9a2ebb7602d9702bf3118,539087dd20f70186a0d63499
53e9b98ab7602d970457d0e7,5390980720f70186a0e01e39
53e9b701b7602d970429aca2,539087f320f70186a0d70ad0
53e99d7ab7602d97026369c3,5390881220f70186a0d7dbe7
53e9b938b7602d97045251fa,5390881220f70186a0d7f82b
53e9a1fab7602d9702afd7f8,539087f320f70186a0d6fe29
53e9b017b7602d9703a7115b,539087e720f70186a0d68b6b
53e9ad42b7602d9703722d03,539087ef20f70186a0d6c8e3
53e99938b7602d9702178a2d,5390979920f70186a0dffb8e
53e9b4b4b7602d9703fc8743,539087dd20f70186a0d634a4
53e99915b7602d9702153324,5390881820f70186a0d81111
53e9a9f0b7602d9703359b92,5390880220f70186a0d77f50
53e9a833b7602d970317d4fd,5390962020f70186a0df3f40
53e99eb5b7602d970277f14a,5390881220f70186a0d7f829
53e9b57cb7602d97040be00a,539087e120f70186a0d665fd
53e9afb9b7602d9703a05ea6,539087cf20f70186a0d5b53c
53e9a6c3b7602d9702ff5623,539095ba20f70186a0df0f0b
53e99853b7602d97020885ae,539087cf20f70186a0d5d041
53e9b33db7602d9703e13425,539087dd20f70186a0d6349b
53e99ae6b7602d970236b9ef,539087f320f70186a0d70acf
53e99a8cb7602d97022fffcc,5390882d20f70186a0d8db9a
53e99a8cb7602d97022fffcc,539089ab20f70186a0d96af4
53e9aed1b7602d97038fac02,5390882d20f70186a0d8dba3
53e9a905b7602d9703253c45,539087cb20f70186a0d594f3
53e99a0ab7602d970225bdc5,539089ab20f70186a0d97060
53e9bcd2b7602d9704956f2b,5390975920f70186a0dfe2c0
53e99c91b7602d97025452d2,539089d320f70186a0d9c21d
53e9bb08b7602d9704743dab,5390882d20f70186a0d8db99
53e99b0ab7602d970239c219,5590d37b0cf237666fc290d2
53e9ac38b7602d97035fd442,539087f320f70186a0d70a17
53e9ba9bb7602d97046c560f,539087d920f70186a0d604f1
53e99b0ab7602d970239c211,5590d0800cf25001c36ef0ad
53e99b0ab7602d970239c211,5590dd220cf25001c36ef7eb
53e9aaa9b7602d97034211e0,5390882d20f70186a0d8db95
53e9a4f3b7602d9702e17725,5390880d20f70186a0d7b5ea
53e9b6c4b7602d970424fff3,539087cf20f70186a0d5b543
53e9b6c4b7602d970424fff3,539087cf20f70186a0d5d03d
53e9afeeb7602d9703a411ba,539087e720f70186a0d68b78
53e9a051b7602d9702935a51,5390880d20f70186a0d7b5c0
53e9a25cb7602d9702b61fef,539089ab20f70186a0d96afa
53e9bd98b7602d9704a459d7,5390980720f70186a0e01e41
